Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,NOK,NOK,NOK,NOK,NOK,,,
2021-02-16,2021,2,16,Tuesday,07,2021-07,3.75,3.77,3.68,3.71,42745500,-0.009592209982090205,4.076428571428571,3.8856666666666664
2021-02-17,2021,2,17,Wednesday,07,2021-07,3.68,3.7,3.64,3.69,50251800,-0.0048427807349162855,3.9199999999999995,3.8793548387096775
2021-02-18,2021,2,18,Thursday,07,2021-07,3.66,3.72,3.64,3.7,43669200,0.0024329476677955597,3.883571428571429,3.87375
2021-02-19,2021,2,19,Friday,07,2021-07,3.71,3.72,3.65,3.66,28413700,-0.012135729376159698,3.8521428571428573,3.867272727272727
2021-02-22,2021,2,22,Monday,08,2021-08,3.61,3.63,3.56,3.56,56342100,-0.02702700940171965,3.792857142857143,3.858235294117647
2021-02-23,2021,2,23,Tuesday,08,2021-08,3.53,3.57,3.44,3.55,68365800,-0.0025253056714382716,3.755714285714286,3.849428571428571
2021-02-24,2021,2,24,Wednesday,08,2021-08,3.54,3.7,3.51,3.63,77998700,0.022784753308689343,3.7135714285714285,3.8433333333333337
2021-02-25,2021,2,25,Thursday,08,2021-08,3.82,3.9,3.6,3.64,121260400,0.0024752998879324917,3.692857142857143,3.8378378378378377
2021-02-26,2021,2,26,Friday,08,2021-08,3.6,3.63,3.51,3.52,69186700,-0.03209878743914274,3.673571428571429,3.8294736842105266
2021-03-01,2021,3,1,Monday,09,2021-09,3.58,3.68,3.58,3.63,40902400,0.03061221449797258,3.6592857142857143,3.8243589743589745
2021-03-02,2021,3,2,Tuesday,09,2021-09,3.62,3.66,3.59,3.63,29041800,0.0,3.65,3.8195
2021-03-03,2021,3,3,Wednesday,09,2021-09,3.59,3.61,3.55,3.58,41330300,-0.014851405140177687,3.637857142857143,3.813658536585366
2021-03-04,2021,3,4,Thursday,09,2021-09,3.56,3.59,3.37,3.43,77661700,-0.04020098525321225,3.62,3.8045238095238094
2021-03-05,2021,3,5,Friday,09,2021-09,3.48,3.5,3.39,3.49,60969100,0.01570678954894733,3.6014285714285714,3.7972093023255815
2021-03-08,2021,3,8,Monday,10,2021-10,3.47,3.57,3.44,3.48,44731700,-0.002577373890163437,3.585,3.7899999999999996
2021-03-09,2021,3,9,Tuesday,10,2021-10,3.56,3.6,3.55,3.56,28745800,0.023255893702157193,3.575714285714286,3.7848888888888887
